t_sec,tick,drone,species,x,y,z,target_x,target_y,target_z,vx_cmd,vy_cmd,speed_cmd
3.7354,3,cf6,1,-0.0059,-0.9953,1.0000,-0.0078,-0.9938,1.0000,-0.0589,0.0467,0.0751
3.7354,3,cf7,2,-0.9944,1.0010,1.0000,-0.9925,1.0014,1.0000,0.0564,0.0104,0.0574
3.7354,3,cf8,2,-0.9972,0.0046,1.0000,-0.9962,0.0061,1.0000,0.0284,0.0460,0.0541
3.7354,3,cf9,2,-1.0015,-0.9939,1.0000,-1.0020,-0.9919,1.0000,-0.0148,0.0608,0.0626
3.7778,4,cf1,0,0.9991,0.9896,1.0000,0.9989,0.9870,1.0000,-0.0065,-0.0782,0.0784
3.7778,4,cf2,0,0.9924,-0.0061,1.0000,0.9905,-0.0076,1.0000,-0.0574,-0.0459,0.0735
3.7778,4,cf3,0,0.9897,-0.9991,1.0000,0.9871,-0.9989,1.0000,-0.0780,0.0068,0.0783
3.7778,4,cf4,1,0.0044,0.9938,1.0000,0.0055,0.9922,1.0000,0.0331,-0.0467,0.0572
3.7778,4,cf5,1,-0.0024,0.0000,1.0000,-0.0030,0.0000,1.0000,-0.0178,0.0002,0.0178
3.7778,4,cf6,1,-0.0078,-0.9938,1.0000,-0.0098,-0.9922,1.0000,-0.0589,0.0468,0.0752
3.7778,4,cf7,2,-0.9925,1.0014,1.0000,-0.9906,1.0017,1.0000,0.0566,0.0105,0.0575
3.7778,4,cf8,2,-0.9962,0.0061,1.0000,-0.9953,0.0077,1.0000,0.0285,0.0462,0.0542
3.7778,4,cf9,2,-1.0020,-0.9919,1.0000,-1.0025,-0.9899,1.0000,-0.0148,0.0610,0.0628
3.8199,5,cf1,0,0.9989,0.9870,1.0000,0.9987,0.9844,1.0000,-0.0065,-0.0783,0.0785
3.8199,5,cf2,0,0.9905,-0.0076,1.0000,0.9885,-0.0092,1.0000,-0.0575,-0.0459,0.0736
3.8199,5,cf3,0,0.9871,-0.9989,1.0000,0.9845,-0.9986,1.0000,-0.0782,0.0067,0.0784
3.8199,5,cf4,1,0.0055,0.9922,1.0000,0.0066,0.9907,1.0000,0.0332,-0.0467,0.0573
3.8199,5,cf5,1,-0.0030,0.0000,1.0000,-0.0036,0.0000,1.0000,-0.0178,0.0002,0.0178
3.8199,5,cf6,1,-0.0098,-0.9922,1.0000,-0.0118,-0.9907,1.0000,-0.0590,0.0468,0.0753
3.8199,5,cf7,2,-0.9906,1.0017,1.0000,-0.9887,1.0021,1.0000,0.0567,0.0105,0.0577
3.8199,5,cf8,2,-0.9953,0.0077,1.0000,-0.9943,0.0092,1.0000,0.0285,0.0463,0.0544
3.8199,5,cf9,2,-1.0025,-0.9899,1.0000,-1.0030,-0.9878,1.0000,-0.0149,0.0611,0.0629
3.8629,6,cf1,0,0.9987,0.9844,1.0000,0.9985,0.9818,1.0000,-0.0065,-0.0784,0.0787
3.8629,6,cf2,0,0.9885,-0.0092,1.0000,0.9866,-0.0107,1.0000,-0.0576,-0.0460,0.0737
3.8629,6,cf3,0,0.9845,-0.9986,1.0000,0.9818,-0.9984,1.0000,-0.0783,0.0067,0.0786
3.8629,6,cf4,1,0.0066,0.9907,1.0000,0.0077,0.9891,1.0000,0.0333,-0.0468,0.0574
3.8629,6,cf5,1,-0.0036,0.0000,1.0000,-0.0042,0.0000,1.0000,-0.0178,0.0002,0.0178
3.8629,6,cf6,1,-0.0118,-0.9907,1.0000,-0.0137,-0.9891,1.0000,-0.0591,0.0469,0.0754
3.8629,6,cf7,2,-0.9887,1.0021,1.0000,-0.9868,1.0024,1.0000,0.0568,0.0105,0.0578
3.8629,6,cf8,2,-0.9943,0.0092,1.0000,-0.9934,0.0107,1.0000,0.0286,0.0464,0.0545
3.8629,6,cf9,2,-1.0030,-0.9878,1.0000,-1.0035,-0.9858,1.0000,-0.0149,0.0613,0.0631
3.9046,7,cf1,0,0.9985,0.9818,1.0000,0.9983,0.9792,1.0000,-0.0064,-0.0785,0.0788
3.9046,7,cf2,0,0.9866,-0.0107,1.0000,0.9847,-0.0122,1.0000,-0.0577,-0.0460,0.0738
3.9046,7,cf3,0,0.9818,-0.9984,1.0000,0.9792,-0.9982,1.0000,-0.0785,0.0067,0.0788
3.9046,7,cf4,1,0.0077,0.9891,1.0000,0.0088,0.9876,1.0000,0.0333,-0.0468,0.0575
3.9046,7,cf5,1,-0.0042,0.0000,1.0000,-0.0047,0.0000,1.0000,-0.0177,0.0003,0.0177
3.9046,7,cf6,1,-0.0137,-0.9891,1.0000,-0.0157,-0.9875,1.0000,-0.0592,0.0470,0.0756
3.9046,7,cf7,2,-0.9868,1.0024,1.0000,-0.9849,1.0028,1.0000,0.0570,0.0106,0.0580
3.9046,7,cf8,2,-0.9934,0.0107,1.0000,-0.9924,0.0123,1.0000,0.0287,0.0465,0.0546
3.9046,7,cf9,2,-1.0035,-0.9858,1.0000,-1.0040,-0.9838,1.0000,-0.0149,0.0615,0.0632
3.9463,8,cf1,0,0.9983,0.9792,1.0000,0.9980,0.9766,1.0000,-0.0064,-0.0786,0.0789
3.9463,8,cf2,0,0.9847,-0.0122,1.0000,0.9828,-0.0138,1.0000,-0.0578,-0.0460,0.0739
3.9463,8,cf3,0,0.9792,-0.9982,1.0000,0.9766,-0.9980,1.0000,-0.0787,0.0066,0.0789
3.9463,8,cf4,1,0.0088,0.9876,1.0000,0.0099,0.9860,1.0000,0.0334,-0.0469,0.0575
3.9463,8,cf5,1,-0.0047,0.0000,1.0000,-0.0053,0.0000,1.0000,-0.0177,0.0003,0.0177
3.9463,8,cf6,1,-0.0157,-0.9875,1.0000,-0.0177,-0.9860,1.0000,-0.0593,0.0470,0.0757
3.9463,8,cf7,2,-0.9849,1.0028,1.0000,-0.9830,1.0031,1.0000,0.0571,0.0106,0.0581
3.9463,8,cf8,2,-0.9924,0.0123,1.0000,-0.9915,0.0138,1.0000,0.0288,0.0466,0.0548
3.9463,8,cf9,2,-1.0040,-0.9838,1.0000,-1.0045,-0.9817,1.0000,-0.0150,0.0616,0.0634
3.9879,9,cf1,0,0.9980,0.9766,1.0000,0.9978,0.9739,1.0000,-0.0064,-0.0788,0.0790
3.9879,9,cf2,0,0.9828,-0.0138,1.0000,0.9808,-0.0153,1.0000,-0.0579,-0.0461,0.0740
3.9879,9,cf3,0,0.9766,-0.9980,1.0000,0.9740,-0.9977,1.0000,-0.0788,0.0066,0.0791
3.9879,9,cf4,1,0.0099,0.9860,1.0000,0.0110,0.9844,1.0000,0.0335,-0.0469,0.0576
3.9879,9,cf5,1,-0.0053,0.0000,1.0000,-0.0059,0.0001,1.0000,-0.0177,0.0004,0.0177
3.9879,9,cf6,1,-0.0177,-0.9860,1.0000,-0.0197,-0.9844,1.0000,-0.0594,0.0471,0.0758
3.9879,9,cf7,2,-0.9830,1.0031,1.0000,-0.9811,1.0035,1.0000,0.0573,0.0106,0.0582
3.9879,9,cf8,2,-0.9915,0.0138,1.0000,-0.9905,0.0154,1.0000,0.0289,0.0467,0.0549
3.9879,9,cf9,2,-1.0045,-0.9817,1.0000,-1.0050,-0.9796,1.0000,-0.0150,0.0618,0.0636
4.0295,10,cf1,0,0.9978,0.9739,1.0000,0.9976,0.9713,1.0000,-0.0064,-0.0789,0.0791
4.0295,10,cf2,0,0.9808,-0.0153,1.0000,0.9789,-0.0168,1.0000,-0.0580,-0.0461,0.0741
4.0295,10,cf3,0,0.9740,-0.9977,1.0000,0.9713,-0.9975,1.0000,-0.0790,0.0065,0.0793
4.0295,10,cf4,1,0.0110,0.9844,1.0000,0.0122,0.9829,1.0000,0.0335,-0.0469,0.0577
4.0295,10,cf5,1,-0.0059,0.0001,1.0000,-0.0065,0.0001,1.0000,-0.0177,0.0004,0.0177
4.0295,10,cf6,1,-0.0197,-0.9844,1.0000,-0.0216,-0.9828,1.0000,-0.0594,0.0472,0.0759
4.0295,10,cf7,2,-0.9811,1.0035,1.0000,-0.9792,1.0039,1.0000,0.0574,0.0107,0.0584
4.0295,10,cf8,2,-0.9905,0.0154,1.0000,-0.9895,0.0170,1.0000,0.0289,0.0468,0.0550
4.0295,10,cf9,2,-1.0050,-0.9796,1.0000,-1.0055,-0.9776,1.0000,-0.0150,0.0619,0.0637
4.0712,11,cf1,0,0.9976,0.9713,1.0000,0.9974,0.9687,1.0000,-0.0064,-0.0790,0.0793
4.0712,11,cf2,0,0.9789,-0.0168,1.0000,0.9770,-0.0184,1.0000,-0.0581,-0.0461,0.0742
4.0712,11,cf3,0,0.9713,-0.9975,1.0000,0.9687,-0.9973,1.0000,-0.0792,0.0065,0.0794
4.0712,11,cf4,1,0.0122,0.9829,1.0000,0.0133,0.9813,1.0000,0.0336,-0.0470,0.0578
4.0712,11,cf5,1,-0.0065,0.0001,1.0000,-0.0071,0.0001,1.0000,-0.0177,0.0004,0.0177
4.0712,11,cf6,1,-0.0216,-0.9828,1.0000,-0.0236,-0.9813,1.0000,-0.0595,0.0472,0.0760
4.0712,11,cf7,2,-0.9792,1.0039,1.0000,-0.9773,1.0042,1.0000,0.0575,0.0107,0.0585
4.0712,11,cf8,2,-0.9895,0.0170,1.0000,-0.9886,0.0185,1.0000,0.0290,0.0469,0.0552
4.0712,11,cf9,2,-1.0055,-0.9776,1.0000,-1.0060,-0.9755,1.0000,-0.0151,0.0621,0.0639
4.1133,12,cf1,0,0.9974,0.9687,1.0000,0.9972,0.9660,1.0000,-0.0064,-0.0791,0.0794
4.1133,12,cf2,0,0.9770,-0.0184,1.0000,0.9750,-0.0199,1.0000,-0.0582,-0.0462,0.0743
4.1133,12,cf3,0,0.9687,-0.9973,1.0000,0.9661,-0.9971,1.0000,-0.0793,0.0065,0.0796
4.1133,12,cf4,1,0.0133,0.9813,1.0000,0.0144,0.9797,1.0000,0.0337,-0.0470,0.0579
4.1133,12,cf5,1,-0.0071,0.0001,1.0000,-0.0077,0.0001,1.0000,-0.0176,0.0005,0.0177
4.1133,12,cf6,1,-0.0236,-0.9813,1.0000,-0.0256,-0.9797,1.0000,-0.0596,0.0473,0.0761
4.1133,12,cf7,2,-0.9773,1.0042,1.0000,-0.9754,1.0046,1.0000,0.0577,0.0107,0.0587
4.1133,12,cf8,2,-0.9886,0.0185,1.0000,-0.9876,0.0201,1.0000,0.0291,0.0470,0.0553
4.1133,12,cf9,2,-1.0060,-0.9755,1.0000,-1.0065,-0.9734,1.0000,-0.0151,0.0622,0.0640
4.1551,13,cf1,0,0.9972,0.9660,1.0000,0.9970,0.9634,1.0000,-0.0063,-0.0792,0.0795
4.1551,13,cf2,0,0.9750,-0.0199,1.0000,0.9731,-0.0215,1.0000,-0.0583,-0.0462,0.0744
4.1551,13,cf3,0,0.9661,-0.9971,1.0000,0.9634,-0.9969,1.0000,-0.0795,0.0064,0.0798
4.1551,13,cf4,1,0.0144,0.9797,1.0000,0.0155,0.9782,1.0000,0.0337,-0.0471,0.0579
4.1551,13,cf5,1,-0.0077,0.0001,1.0000,-0.0083,0.0001,1.0000,-0.0176,0.0005,0.0176
4.1551,13,cf6,1,-0.0256,-0.9797,1.0000,-0.0276,-0.9781,1.0000,-0.0597,0.0474,0.0762
4.1551,13,cf7,2,-0.9754,1.0046,1.0000,-0.9734,1.0049,1.0000,0.0578,0.0107,0.0588
4.1551,13,cf8,2,-0.9876,0.0201,1.0000,-0.9866,0.0217,1.0000,0.0292,0.0471,0.0554
4.1551,13,cf9,2,-1.0065,-0.9734,1.0000,-1.0070,-0.9714,1.0000,-0.0151,0.0624,0.0642
4.1971,14,cf1,0,0.9970,0.9634,1.0000,0.9968,0.9607,1.0000,-0.0063,-0.0794,0.0796
4.1971,14,cf2,0,0.9731,-0.0215,1.0000,0.9711,-0.0230,1.0000,-0.0584,-0.0462,0.0745
4.1971,14,cf3,0,0.9634,-0.9969,1.0000,0.9608,-0.9967,1.0000,-0.0797,0.0064,0.0799
4.1971,14,cf4,1,0.0155,0.9782,1.0000,0.0167,0.9766,1.0000,0.0338,-0.0473,0.0581
4.1971,14,cf5,1,-0.0083,0.0001,1.0000,-0.0089,0.0001,1.0000,-0.0176,0.0006,0.0176
4.1971,14,cf6,1,-0.0276,-0.9781,1.0000,-0.0296,-0.9765,1.0000,-0.0597,0.0476,0.0764
4.1971,14,cf7,2,-0.9734,1.0049,1.0000,-0.9715,1.0053,1.0000,0.0580,0.0108,0.0590
4.1971,14,cf8,2,-0.9866,0.0217,1.0000,-0.9856,0.0232,1.0000,0.0293,0.0472,0.0556
4.1971,14,cf9,2,-1.0070,-0.9714,1.0000,-1.0075,-0.9693,1.0000,-0.0151,0.0626,0.0644
4.2385,15,cf1,0,0.9968,0.9607,1.0000,0.9966,0.9581,1.0000,-0.0063,-0.0796,0.0798
4.2385,15,cf2,0,0.9711,-0.0230,1.0000,0.9692,-0.0245,1.0000,-0.0586,-0.0463,0.0747
4.2385,15,cf3,0,0.9608,-0.9967,1.0000,0.9581,-0.9965,1.0000,-0.0798,0.0064,0.0801
4.2385,15,cf4,1,0.0167,0.9766,1.0000,0.0178,0.9750,1.0000,0.0339,-0.0474,0.0583
4.2385,15,cf5,1,-0.0089,0.0001,1.0000,-0.0095,0.0002,1.0000,-0.0176,0.0006,0.0176
4.2385,15,cf6,1,-0.0296,-0.9765,1.0000,-0.0316,-0.9749,1.0000,-0.0598,0.0478,0.0765
4.2385,15,cf7,2,-0.9715,1.0053,1.0000,-0.9696,1.0056,1.0000,0.0581,0.0108,0.0591
4.2385,15,cf8,2,-0.9856,0.0232,1.0000,-0.9847,0.0248,1.0000,0.0294,0.0473,0.0557
4.2385,15,cf9,2,-1.0075,-0.9693,1.0000,-1.0080,-0.9672,1.0000,-0.0152,0.0627,0.0645
4.2803,16,cf1,0,0.9966,0.9581,1.0000,0.9964,0.9554,1.0000,-0.0063,-0.0798,0.0801
4.2803,16,cf2,0,0.9692,-0.0245,1.0000,0.9672,-0.0261,1.0000,-0.0588,-0.0463,0.0749
4.2803,16,cf3,0,0.9581,-0.9965,1.0000,0.9554,-0.9962,1.0000,-0.0800,0.0065,0.0803
4.2803,16,cf4,1,0.0178,0.9750,1.0000,0.0189,0.9734,1.0000,0.0339,-0.0476,0.0585
4.2803,16,cf5,1,-0.0095,0.0002,1.0000,-0.0100,0.0002,1.0000,-0.0176,0.0006,0.0176
4.2803,16,cf6,1,-0.0316,-0.9749,1.0000,-0.0336,-0.9733,1.0000,-0.0599,0.0479,0.0767
4.2803,16,cf7,2,-0.9696,1.0056,1.0000,-0.9676,1.0060,1.0000,0.0583,0.0108,0.0592
4.2803,16,cf8,2,-0.9847,0.0248,1.0000,-0.9837,0.0264,1.0000,0.0295,0.0474,0.0559
4.2803,16,cf9,2,-1.0080,-0.9672,1.0000,-1.0085,-0.9651,1.0000,-0.0152,0.0629,0.0647
4.3222,17,cf1,0,0.9964,0.9554,1.0000,0.9961,0.9528,1.0000,-0.0063,-0.0800,0.0803
4.3222,17,cf2,0,0.9672,-0.0261,1.0000,0.9652,-0.0276,1.0000,-0.0590,-0.0463,0.0750
4.3222,17,cf3,0,0.9554,-0.9962,1.0000,0.9528,-0.9960,1.0000,-0.0802,0.0066,0.0805
4.3222,17,cf4,1,0.0189,0.9734,1.0000,0.0201,0.9718,1.0000,0.0340,-0.0478,0.0586
4.3222,17,cf5,1,-0.0100,0.0002,1.0000,-0.0106,0.0002,1.0000,-0.0176,0.0007,0.0176
4.3222,17,cf6,1,-0.0336,-0.9733,1.0000,-0.0356,-0.9717,1.0000,-0.0600,0.0481,0.0769
4.3222,17,cf7,2,-0.9676,1.0060,1.0000,-0.9657,1.0064,1.0000,0.0584,0.0109,0.0594
4.3222,17,cf8,2,-0.9837,0.0264,1.0000,-0.9827,0.0280,1.0000,0.0296,0.0475,0.0560
4.3222,17,cf9,2,-1.0085,-0.9651,1.0000,-1.0090,-0.9630,1.0000,-0.0152,0.0630,0.0648
4.3637,18,cf1,0,0.9961,0.9528,1.0000,0.9959,0.9501,1.0000,-0.0063,-0.0803,0.0805
4.3637,18,cf2,0,0.9652,-0.0276,1.0000,0.9633,-0.0292,1.0000,-0.0592,-0.0463,0.0752
4.3637,18,cf3,0,0.9528,-0.9960,1.0000,0.9501,-0.9958,1.0000,-0.0804,0.0066,0.0806
4.3637,18,cf4,1,0.0201,0.9718,1.0000,0.0212,0.9702,1.0000,0.0341,-0.0479,0.0588
4.3637,18,cf5,1,-0.0106,0.0002,1.0000,-0.0112,0.0002,1.0000,-0.0175,0.0007,0.0176
4.3637,18,cf6,1,-0.0356,-0.9717,1.0000,-0.0376,-0.9701,1.0000,-0.0600,0.0483,0.0771
4.3637,18,cf7,2,-0.9657,1.0064,1.0000,-0.9637,1.0067,1.0000,0.0585,0.0109,0.0595
4.3637,18,cf8,2,-0.9827,0.0280,1.0000,-0.9817,0.0296,1.0000,0.0297,0.0476,0.0562
4.3637,18,cf9,2,-1.0090,-0.9630,1.0000,-1.0095,-0.9609,1.0000,-0.0153,0.0632,0.0650
4.4054,19,cf1,0,0.9959,0.9501,1.0000,0.9957,0.9474,1.0000,-0.0063,-0.0805,0.0807
4.4054,19,cf2,0,0.9633,-0.0292,1.0000,0.9613,-0.0307,1.0000,-0.0594,-0.0464,0.0754
4.4054,19,cf3,0,0.9501,-0.9958,1.0000,0.9474,-0.9956,1.0000,-0.0805,0.0067,0.0808
4.4054,19,cf4,1,0.0212,0.9702,1.0000,0.0223,0.9686,1.0000,0.0341,-0.0481,0.0590
4.4054,19,cf5,1,-0.0112,0.0002,1.0000,-0.0118,0.0003,1.0000,-0.0175,0.0008,0.0175
4.4054,19,cf6,1,-0.0376,-0.9701,1.0000,-0.0396,-0.9685,1.0000,-0.0601,0.0485,0.0772
4.4054,19,cf7,2,-0.9637,1.0067,1.0000,-0.9618,1.0071,1.0000,0.0587,0.0109,0.0597
4.4054,19,cf8,2,-0.9817,0.0296,1.0000,-0.9807,0.0312,1.0000,0.0299,0.0478,0.0563
4.4054,19,cf9,2,-1.0095,-0.9609,1.0000,-1.0100,-0.9588,1.0000,-0.0153,0.0634,0.0652
4.4474,20,cf1,0,0.9957,0.9474,1.0000,0.9955,0.9447,1.0000,-0.0063,-0.0807,0.0810
4.4474,20,cf2,0,0.9613,-0.0307,1.0000,0.9593,-0.0323,1.0000,-0.0596,-0.0464,0.0755
4.4474,20,cf3,0,0.9474,-0.9956,1.0000,0.9447,-0.9953,1.0000,-0.0808,0.0068,0.0810
4.4474,20,cf4,1,0.0223,0.9686,1.0000,0.0235,0.9670,1.0000,0.0342,-0.0483,0.0591
4.4474,20,cf5,1,-0.0118,0.0003,1.0000,-0.0124,0.0003,1.0000,-0.0175,0.0008,0.0175
4.4474,20,cf6,1,-0.0396,-0.9685,1.0000,-0.0416,-0.9669,1.0000,-0.0602,0.0487,0.0774
4.4474,20,cf7,2,-0.9618,1.0071,1.0000,-0.9598,1.0075,1.0000,0.0588,0.0109,0.0599
4.4474,20,cf8,2,-0.9807,0.0312,1.0000,-0.9797,0.0328,1.0000,0.0300,0.0479,0.0565
4.4474,20,cf9,2,-1.0100,-0.9588,1.0000,-1.0105,-0.9566,1.0000,-0.0153,0.0635,0.0653
4.4888,21,cf1,0,0.9955,0.9447,1.0000,0.9953,0.9420,1.0000,-0.0064,-0.0810,0.0812
4.4888,21,cf2,0,0.9593,-0.0323,1.0000,0.9573,-0.0338,1.0000,-0.0598,-0.0464,0.0757
4.4888,21,cf3,0,0.9447,-0.9953,1.0000,0.9420,-0.9951,1.0000,-0.0810,0.0069,0.0813
4.4888,21,cf4,1,0.0235,0.9670,1.0000,0.0246,0.9654,1.0000,0.0342,-0.0484,0.0593
4.4888,21,cf5,1,-0.0124,0.0003,1.0000,-0.0130,0.0003,1.0000,-0.0175,0.0009,0.0175
4.4888,21,cf6,1,-0.0416,-0.9669,1.0000,-0.0436,-0.9652,1.0000,-0.0602,0.0489,0.0776
4.4888,21,cf7,2,-0.9598,1.0075,1.0000,-0.9578,1.0078,1.0000,0.0590,0.0109,0.0600
4.4888,21,cf8,2,-0.9797,0.0328,1.0000,-0.9787,0.0344,1.0000,0.0301,0.0480,0.0566
4.4888,21,cf9,2,-1.0105,-0.9566,1.0000,-1.0110,-0.9545,1.0000,-0.0153,0.0637,0.0655
4.5302,22,cf1,0,0.9953,0.9420,1.0000,0.9951,0.9393,1.0000,-0.0065,-0.0812,0.0814
4.5302,22,cf2,0,0.9573,-0.0338,1.0000,0.9553,-0.0354,1.0000,-0.0600,-0.0464,0.0759
4.5302,22,cf3,0,0.9420,-0.9951,1.0000,0.9393,-0.9949,1.0000,-0.0812,0.0069,0.0815
4.5302,22,cf4,1,0.0246,0.9654,1.0000,0.0257,0.9638,1.0000,0.0343,-0.0486,0.0595
4.5302,22,cf5,1,-0.0130,0.0003,1.0000,-0.0135,0.0003,1.0000,-0.0175,0.0009,0.0175
4.5302,22,cf6,1,-0.0436,-0.9652,1.0000,-0.0456,-0.9636,1.0000,-0.0603,0.0491,0.0778
4.5302,22,cf7,2,-0.9578,1.0078,1.0000,-0.9559,1.0082,1.0000,0.0592,0.0110,0.0602
4.5302,22,cf8,2,-0.9787,0.0344,1.0000,-0.9777,0.0360,1.0000,0.0302,0.0481,0.0568
4.5302,22,cf9,2,-1.0110,-0.9545,1.0000,-1.0115,-0.9524,1.0000,-0.0153,0.0638,0.0656
4.5721,23,cf1,0,0.9951,0.9393,1.0000,0.9949,0.9366,1.0000,-0.0065,-0.0814,0.0817
4.5721,23,cf2,0,0.9553,-0.0354,1.0000,0.9533,-0.0369,1.0000,-0.0602,-0.0465,0.0761
4.5721,23,cf3,0,0.9393,-0.9949,1.0000,0.9366,-0.9947,1.0000,-0.0815,0.0070,0.0818
4.5721,23,cf4,1,0.0257,0.9638,1.0000,0.0269,0.9622,1.0000,0.0344,-0.0488,0.0597
4.5721,23,cf5,1,-0.0135,0.0003,1.0000,-0.0141,0.0004,1.0000,-0.0174,0.0009,0.0175
4.5721,23,cf6,1,-0.0456,-0.9636,1.0000,-0.0476,-0.9620,1.0000,-0.0604,0.0493,0.0780
4.5721,23,cf7,2,-0.9559,1.0082,1.0000,-0.9539,1.0086,1.0000,0.0594,0.0110,0.0604
4.5721,23,cf8,2,-0.9777,0.0360,1.0000,-0.9767,0.0376,1.0000,0.0304,0.0482,0.0569
4.5721,23,cf9,2,-1.0115,-0.9524,1.0000,-1.0120,-0.9503,1.0000,-0.0153,0.0640,0.0658
4.6142,24,cf1,0,0.9949,0.9366,1.0000,0.9946,0.9339,1.0000,-0.0066,-0.0816,0.0819
4.6142,24,cf2,0,0.9533,-0.0369,1.0000,0.9513,-0.0385,1.0000,-0.0604,-0.0465,0.0762
4.6142,24,cf3,0,0.9366,-0.9947,1.0000,0.9339,-0.9944,1.0000,-0.0817,0.0071,0.0820
4.6142,24,cf4,1,0.0269,0.9622,1.0000,0.0280,0.9605,1.0000,0.0344,-0.0490,0.0598
4.6142,24,cf5,1,-0.0141,0.0004,1.0000,-0.0147,0.0004,1.0000,-0.0174,0.0010,0.0175
4.6142,24,cf6,1,-0.0476,-0.9620,1.0000,-0.0496,-0.9603,1.0000,-0.0604,0.0495,0.0781
4.6142,24,cf7,2,-0.9539,1.0086,1.0000,-0.9519,1.0089,1.0000,0.0595,0.0110,0.0605
4.6142,24,cf8,2,-0.9767,0.0376,1.0000,-0.9757,0.0392,1.0000,0.0305,0.0483,0.0571
4.6142,24,cf9,2,-1.0120,-0.9503,1.0000,-1.0125,-0.9481,1.0000,-0.0153,0.0642,0.0660
4.6562,25,cf1,0,0.9946,0.9339,1.0000,0.9944,0.9311,1.0000,-0.0066,-0.0819,0.0821
4.6562,25,cf2,0,0.9513,-0.0385,1.0000,0.9493,-0.0400,1.0000,-0.0606,-0.0465,0.0764
