t_sec,tick,drone,species,x,y,z,target_x,target_y,target_z,vx_cmd,vy_cmd,speed_cmd
3.9451,8,cf1,0,1.0046,0.9856,1.0000,1.0052,0.9838,1.0000,0.0176,-0.0545,0.0573
3.9451,8,cf2,0,0.9913,-0.0068,1.0000,0.9902,-0.0076,1.0000,-0.0331,-0.0259,0.0420
3.9451,8,cf3,2,0.9834,-1.0024,1.0000,0.9813,-1.0027,1.0000,-0.0627,-0.0087,0.0633
3.9451,8,cf4,0,0.0177,0.9913,1.0000,0.0199,0.9902,1.0000,0.0663,-0.0328,0.0740
3.9451,8,cf5,2,0.0000,-0.0000,1.0000,0.0000,-0.0000,1.0000,-0.0000,0.0000,0.0000
3.9451,8,cf6,1,-0.0177,-0.9913,1.0000,-0.0199,-0.9902,1.0000,-0.0663,0.0328,0.0740
3.9451,8,cf7,2,-0.9834,1.0024,1.0000,-0.9813,1.0027,1.0000,0.0627,0.0087,0.0633
3.9451,8,cf8,1,-0.9913,0.0068,1.0000,-0.9902,0.0076,1.0000,0.0331,0.0259,0.0420
3.9451,8,cf9,1,-1.0046,-0.9856,1.0000,-1.0052,-0.9838,1.0000,-0.0176,0.0545,0.0573
3.9869,9,cf1,0,1.0052,0.9838,1.0000,1.0058,0.9819,1.0000,0.0177,-0.0546,0.0574
3.9869,9,cf2,0,0.9902,-0.0076,1.0000,0.9891,-0.0085,1.0000,-0.0330,-0.0261,0.0421
3.9869,9,cf3,2,0.9813,-1.0027,1.0000,0.9793,-1.0030,1.0000,-0.0629,-0.0086,0.0634
3.9869,9,cf4,0,0.0199,0.9902,1.0000,0.0221,0.9891,1.0000,0.0662,-0.0328,0.0738
3.9869,9,cf5,2,0.0000,-0.0000,1.0000,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000
3.9869,9,cf6,1,-0.0199,-0.9902,1.0000,-0.0221,-0.9891,1.0000,-0.0662,0.0328,0.0738
3.9869,9,cf7,2,-0.9813,1.0027,1.0000,-0.9793,1.0030,1.0000,0.0629,0.0086,0.0634
3.9869,9,cf8,1,-0.9902,0.0076,1.0000,-0.9891,0.0085,1.0000,0.0330,0.0261,0.0421
3.9869,9,cf9,1,-1.0052,-0.9838,1.0000,-1.0058,-0.9819,1.0000,-0.0177,0.0546,0.0574
4.0281,10,cf1,0,1.0058,0.9819,1.0000,1.0064,0.9801,1.0000,0.0178,-0.0547,0.0576
4.0281,10,cf2,0,0.9891,-0.0085,1.0000,0.9880,-0.0094,1.0000,-0.0330,-0.0263,0.0422
4.0281,10,cf3,2,0.9793,-1.0030,1.0000,0.9772,-1.0032,1.0000,-0.0630,-0.0086,0.0636
4.0281,10,cf4,0,0.0221,0.9891,1.0000,0.0243,0.9880,1.0000,0.0661,-0.0327,0.0737
4.0281,10,cf5,2,0.0000,-0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
4.0281,10,cf6,1,-0.0221,-0.9891,1.0000,-0.0243,-0.9880,1.0000,-0.0661,0.0327,0.0737
4.0281,10,cf7,2,-0.9793,1.0030,1.0000,-0.9772,1.0032,1.0000,0.0630,0.0086,0.0636
4.0281,10,cf8,1,-0.9891,0.0085,1.0000,-0.9880,0.0094,1.0000,0.0330,0.0263,0.0422
4.0281,10,cf9,1,-1.0058,-0.9819,1.0000,-1.0064,-0.9801,1.0000,-0.0178,0.0547,0.0576
4.0700,11,cf1,0,1.0064,0.9801,1.0000,1.0070,0.9783,1.0000,0.0179,-0.0548,0.0577
4.0700,11,cf2,0,0.9880,-0.0094,1.0000,0.9869,-0.0103,1.0000,-0.0330,-0.0265,0.0423
4.0700,11,cf3,2,0.9772,-1.0032,1.0000,0.9750,-1.0035,1.0000,-0.0631,-0.0085,0.0637
4.0700,11,cf4,0,0.0243,0.9880,1.0000,0.0265,0.9869,1.0000,0.0659,-0.0327,0.0736
4.0700,11,cf5,2,0.0000,0.0000,1.0000,0.0000,-0.0000,1.0000,0.0000,-0.0000,0.0000
4.0700,11,cf6,1,-0.0243,-0.9880,1.0000,-0.0265,-0.9869,1.0000,-0.0659,0.0327,0.0736
4.0700,11,cf7,2,-0.9772,1.0032,1.0000,-0.9750,1.0035,1.0000,0.0631,0.0085,0.0637
4.0700,11,cf8,1,-0.9880,0.0094,1.0000,-0.9869,0.0103,1.0000,0.0330,0.0265,0.0423
4.0700,11,cf9,1,-1.0064,-0.9801,1.0000,-1.0070,-0.9783,1.0000,-0.0179,0.0548,0.0577
4.1115,12,cf1,0,1.0070,0.9783,1.0000,1.0076,0.9764,1.0000,0.0180,-0.0549,0.0578
4.1115,12,cf2,0,0.9869,-0.0103,1.0000,0.9858,-0.0111,1.0000,-0.0329,-0.0267,0.0424
4.1115,12,cf3,2,0.9750,-1.0035,1.0000,0.9729,-1.0038,1.0000,-0.0632,-0.0085,0.0638
4.1115,12,cf4,0,0.0265,0.9869,1.0000,0.0287,0.9858,1.0000,0.0658,-0.0326,0.0735
4.1115,12,cf5,2,0.0000,-0.0000,1.0000,0.0000,-0.0000,1.0000,-0.0000,-0.0000,0.0000
4.1115,12,cf6,1,-0.0265,-0.9869,1.0000,-0.0287,-0.9858,1.0000,-0.0658,0.0326,0.0735
4.1115,12,cf7,2,-0.9750,1.0035,1.0000,-0.9729,1.0038,1.0000,0.0632,0.0085,0.0638
4.1115,12,cf8,1,-0.9869,0.0103,1.0000,-0.9858,0.0111,1.0000,0.0329,0.0267,0.0424
4.1115,12,cf9,1,-1.0070,-0.9783,1.0000,-1.0076,-0.9764,1.0000,-0.0180,0.0549,0.0578
4.1528,13,cf1,0,1.0076,0.9764,1.0000,1.0082,0.9746,1.0000,0.0181,-0.0550,0.0579
4.1528,13,cf2,0,0.9858,-0.0111,1.0000,0.9847,-0.0120,1.0000,-0.0329,-0.0268,0.0425
4.1528,13,cf3,2,0.9729,-1.0038,1.0000,0.9708,-1.0041,1.0000,-0.0633,-0.0086,0.0638
4.1528,13,cf4,0,0.0287,0.9858,1.0000,0.0309,0.9847,1.0000,0.0657,-0.0325,0.0733
4.1528,13,cf5,2,0.0000,-0.0000,1.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000
4.1528,13,cf6,1,-0.0287,-0.9858,1.0000,-0.0309,-0.9847,1.0000,-0.0657,0.0325,0.0733
4.1528,13,cf7,2,-0.9729,1.0038,1.0000,-0.9708,1.0041,1.0000,0.0633,0.0086,0.0638
4.1528,13,cf8,1,-0.9858,0.0111,1.0000,-0.9847,0.0120,1.0000,0.0329,0.0268,0.0425
4.1528,13,cf9,1,-1.0076,-0.9764,1.0000,-1.0082,-0.9746,1.0000,-0.0181,0.0550,0.0579
4.1945,14,cf1,0,1.0082,0.9746,1.0000,1.0088,0.9728,1.0000,0.0182,-0.0551,0.0580
4.1945,14,cf2,0,0.9847,-0.0120,1.0000,0.9836,-0.0129,1.0000,-0.0329,-0.0270,0.0426
4.1945,14,cf3,2,0.9708,-1.0041,1.0000,0.9687,-1.0044,1.0000,-0.0633,-0.0086,0.0639
4.1945,14,cf4,0,0.0309,0.9847,1.0000,0.0331,0.9837,1.0000,0.0656,-0.0325,0.0732
4.1945,14,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000
4.1945,14,cf6,1,-0.0309,-0.9847,1.0000,-0.0331,-0.9837,1.0000,-0.0656,0.0325,0.0732
4.1945,14,cf7,2,-0.9708,1.0041,1.0000,-0.9687,1.0044,1.0000,0.0633,0.0086,0.0639
4.1945,14,cf8,1,-0.9847,0.0120,1.0000,-0.9836,0.0129,1.0000,0.0329,0.0270,0.0426
4.1945,14,cf9,1,-1.0082,-0.9746,1.0000,-1.0088,-0.9728,1.0000,-0.0182,0.0551,0.0580
4.2363,15,cf1,0,1.0088,0.9728,1.0000,1.0094,0.9709,1.0000,0.0182,-0.0552,0.0581
4.2363,15,cf2,0,0.9836,-0.0129,1.0000,0.9825,-0.0138,1.0000,-0.0329,-0.0272,0.0427
4.2363,15,cf3,2,0.9687,-1.0044,1.0000,0.9666,-1.0047,1.0000,-0.0633,-0.0086,0.0639
4.2363,15,cf4,0,0.0331,0.9837,1.0000,0.0353,0.9826,1.0000,0.0655,-0.0325,0.0731
4.2363,15,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
4.2363,15,cf6,1,-0.0331,-0.9837,1.0000,-0.0353,-0.9826,1.0000,-0.0655,0.0325,0.0731
4.2363,15,cf7,2,-0.9687,1.0044,1.0000,-0.9666,1.0047,1.0000,0.0633,0.0086,0.0639
4.2363,15,cf8,1,-0.9836,0.0129,1.0000,-0.9825,0.0138,1.0000,0.0329,0.0272,0.0427
4.2363,15,cf9,1,-1.0088,-0.9728,1.0000,-1.0094,-0.9709,1.0000,-0.0182,0.0552,0.0581
4.2779,16,cf1,0,1.0094,0.9709,1.0000,1.0100,0.9691,1.0000,0.0183,-0.0553,0.0583
4.2779,16,cf2,0,0.9825,-0.0138,1.0000,0.9814,-0.0148,1.0000,-0.0329,-0.0274,0.0428
4.2779,16,cf3,2,0.9666,-1.0047,1.0000,0.9645,-1.0050,1.0000,-0.0634,-0.0087,0.0640
4.2779,16,cf4,0,0.0353,0.9826,1.0000,0.0374,0.9815,1.0000,0.0654,-0.0324,0.0730
4.2779,16,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000
4.2779,16,cf6,1,-0.0353,-0.9826,1.0000,-0.0374,-0.9815,1.0000,-0.0654,0.0324,0.0730
4.2779,16,cf7,2,-0.9666,1.0047,1.0000,-0.9645,1.0050,1.0000,0.0634,0.0087,0.0640
4.2779,16,cf8,1,-0.9825,0.0138,1.0000,-0.9814,0.0148,1.0000,0.0329,0.0274,0.0428
4.2779,16,cf9,1,-1.0094,-0.9709,1.0000,-1.0100,-0.9691,1.0000,-0.0183,0.0553,0.0583
4.3194,17,cf1,0,1.0100,0.9691,1.0000,1.0106,0.9672,1.0000,0.0184,-0.0554,0.0584
4.3194,17,cf2,0,0.9814,-0.0148,1.0000,0.9803,-0.0157,1.0000,-0.0329,-0.0276,0.0429
4.3194,17,cf3,2,0.9645,-1.0050,1.0000,0.9624,-1.0052,1.0000,-0.0634,-0.0087,0.0640
4.3194,17,cf4,0,0.0374,0.9815,1.0000,0.0396,0.9804,1.0000,0.0653,-0.0324,0.0729
4.3194,17,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,-0.0000,0.0000,0.0000
4.3194,17,cf6,1,-0.0374,-0.9815,1.0000,-0.0396,-0.9804,1.0000,-0.0653,0.0324,0.0729
4.3194,17,cf7,2,-0.9645,1.0050,1.0000,-0.9624,1.0052,1.0000,0.0634,0.0087,0.0640
4.3194,17,cf8,1,-0.9814,0.0148,1.0000,-0.9803,0.0157,1.0000,0.0329,0.0276,0.0429
4.3194,17,cf9,1,-1.0100,-0.9691,1.0000,-1.0106,-0.9672,1.0000,-0.0184,0.0554,0.0584
4.3613,18,cf1,0,1.0106,0.9672,1.0000,1.0112,0.9654,1.0000,0.0185,-0.0555,0.0585
4.3613,18,cf2,0,0.9803,-0.0157,1.0000,0.9792,-0.0166,1.0000,-0.0329,-0.0278,0.0431
4.3613,18,cf3,2,0.9624,-1.0052,1.0000,0.9603,-1.0055,1.0000,-0.0635,-0.0088,0.0641
4.3613,18,cf4,0,0.0396,0.9804,1.0000,0.0418,0.9793,1.0000,0.0652,-0.0324,0.0728
4.3613,18,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000
4.3613,18,cf6,1,-0.0396,-0.9804,1.0000,-0.0418,-0.9793,1.0000,-0.0652,0.0324,0.0728
4.3613,18,cf7,2,-0.9624,1.0052,1.0000,-0.9603,1.0055,1.0000,0.0635,0.0088,0.0641
4.3613,18,cf8,1,-0.9803,0.0157,1.0000,-0.9792,0.0166,1.0000,0.0329,0.0278,0.0431
4.3613,18,cf9,1,-1.0106,-0.9672,1.0000,-1.0112,-0.9654,1.0000,-0.0185,0.0555,0.0585
4.4033,19,cf1,0,1.0112,0.9654,1.0000,1.0118,0.9635,1.0000,0.0186,-0.0556,0.0586
4.4033,19,cf2,0,0.9792,-0.0166,1.0000,0.9781,-0.0175,1.0000,-0.0329,-0.0280,0.0432
4.4033,19,cf3,2,0.9603,-1.0055,1.0000,0.9582,-1.0058,1.0000,-0.0635,-0.0088,0.0641
4.4033,19,cf4,0,0.0418,0.9793,1.0000,0.0440,0.9783,1.0000,0.0651,-0.0324,0.0727
4.4033,19,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
4.4033,19,cf6,1,-0.0418,-0.9793,1.0000,-0.0440,-0.9783,1.0000,-0.0651,0.0324,0.0727
4.4033,19,cf7,2,-0.9603,1.0055,1.0000,-0.9582,1.0058,1.0000,0.0635,0.0088,0.0641
4.4033,19,cf8,1,-0.9792,0.0166,1.0000,-0.9781,0.0175,1.0000,0.0329,0.0280,0.0432
4.4033,19,cf9,1,-1.0112,-0.9654,1.0000,-1.0118,-0.9635,1.0000,-0.0186,0.0556,0.0586
4.4447,20,cf1,0,1.0118,0.9635,1.0000,1.0125,0.9617,1.0000,0.0187,-0.0556,0.0587
4.4447,20,cf2,0,0.9781,-0.0175,1.0000,0.9770,-0.0185,1.0000,-0.0329,-0.0282,0.0433
4.4447,20,cf3,2,0.9582,-1.0058,1.0000,0.9560,-1.0061,1.0000,-0.0636,-0.0088,0.0642
4.4447,20,cf4,0,0.0440,0.9783,1.0000,0.0461,0.9772,1.0000,0.0650,-0.0324,0.0726
4.4447,20,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,-0.0000,-0.0000,0.0000
4.4447,20,cf6,1,-0.0440,-0.9783,1.0000,-0.0461,-0.9772,1.0000,-0.0650,0.0324,0.0726
4.4447,20,cf7,2,-0.9582,1.0058,1.0000,-0.9560,1.0061,1.0000,0.0636,0.0088,0.0642
4.4447,20,cf8,1,-0.9781,0.0175,1.0000,-0.9770,0.0185,1.0000,0.0329,0.0282,0.0433
4.4447,20,cf9,1,-1.0118,-0.9635,1.0000,-1.0125,-0.9617,1.0000,-0.0187,0.0556,0.0587
4.4867,21,cf1,0,1.0125,0.9617,1.0000,1.0131,0.9598,1.0000,0.0188,-0.0558,0.0588
4.4867,21,cf2,0,0.9770,-0.0185,1.0000,0.9759,-0.0194,1.0000,-0.0329,-0.0284,0.0435
4.4867,21,cf3,2,0.9560,-1.0061,1.0000,0.9539,-1.0064,1.0000,-0.0637,-0.0088,0.0643
4.4867,21,cf4,0,0.0461,0.9772,1.0000,0.0483,0.9761,1.0000,0.0648,-0.0324,0.0725
4.4867,21,cf5,2,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000
4.4867,21,cf6,1,-0.0461,-0.9772,1.0000,-0.0483,-0.9761,1.0000,-0.0648,0.0324,0.0725
4.4867,21,cf7,2,-0.9560,1.0061,1.0000,-0.9539,1.0064,1.0000,0.0637,0.0088,0.0643
4.4867,21,cf8,1,-0.9770,0.0185,1.0000,-0.9759,0.0194,1.0000,0.0329,0.0284,0.0435
4.4867,21,cf9,1,-1.0125,-0.9617,1.0000,-1.0131,-0.9598,1.0000,-0.0188,0.0558,0.0588
4.5279,22,cf1,0,1.0131,0.9598,1.0000,1.0137,0.9580,1.0000,0.0188,-0.0559,0.0589
4.5279,22,cf2,0,0.9759,-0.0194,1.0000,0.9748,-0.0204,1.0000,-0.0329,-0.0285,0.0436
4.5279,22,cf3,2,0.9539,-1.0064,1.0000,0.9518,-1.0067,1.0000,-0.0637,-0.0088,0.0643
4.5279,22,cf4,0,0.0483,0.9761,1.0000,0.0504,0.9750,1.0000,0.0647,-0.0324,0.0724
4.5279,22,cf5,2,0.0000,0.0000,1.0000,0.0000,-0.0000,1.0000,0.0000,-0.0000,0.0000
4.5279,22,cf6,1,-0.0483,-0.9761,1.0000,-0.0504,-0.9750,1.0000,-0.0647,0.0324,0.0724
4.5279,22,cf7,2,-0.9539,1.0064,1.0000,-0.9518,1.0067,1.0000,0.0637,0.0088,0.0643
4.5279,22,cf8,1,-0.9759,0.0194,1.0000,-0.9748,0.0204,1.0000,0.0329,0.0285,0.0436
4.5279,22,cf9,1,-1.0131,-0.9598,1.0000,-1.0137,-0.9580,1.0000,-0.0188,0.0559,0.0589
4.5693,23,cf1,0,1.0137,0.9580,1.0000,1.0143,0.9561,1.0000,0.0189,-0.0560,0.0591
4.5693,23,cf2,0,0.9748,-0.0204,1.0000,0.9737,-0.0213,1.0000,-0.0329,-0.0287,0.0437
4.5693,23,cf3,2,0.9518,-1.0067,1.0000,0.9497,-1.0070,1.0000,-0.0638,-0.0089,0.0644
4.5693,23,cf4,0,0.0504,0.9750,1.0000,0.0526,0.9739,1.0000,0.0646,-0.0324,0.0723
4.5693,23,cf5,2,0.0000,-0.0000,1.0000,0.0000,-0.0000,1.0000,0.0000,-0.0000,0.0000
4.5693,23,cf6,1,-0.0504,-0.9750,1.0000,-0.0526,-0.9739,1.0000,-0.0646,0.0324,0.0723
4.5693,23,cf7,2,-0.9518,1.0067,1.0000,-0.9497,1.0070,1.0000,0.0638,0.0089,0.0644
4.5693,23,cf8,1,-0.9748,0.0204,1.0000,-0.9737,0.0213,1.0000,0.0329,0.0287,0.0437
4.5693,23,cf9,1,-1.0137,-0.9580,1.0000,-1.0143,-0.9561,1.0000,-0.0189,0.0560,0.0591
4.6111,24,cf1,0,1.0143,0.9561,1.0000,1.0150,0.9542,1.0000,0.0190,-0.0561,0.0592
4.6111,24,cf2,0,0.9737,-0.0213,1.0000,0.9726,-0.0223,1.0000,-0.0330,-0.0289,0.0438
4.6111,24,cf3,2,0.9497,-1.0070,1.0000,0.9475,-1.0073,1.0000,-0.0639,-0.0089,0.0645
4.6111,24,cf4,0,0.0526,0.9739,1.0000,0.0548,0.9729,1.0000,0.0645,-0.0323,0.0722
4.6111,24,cf5,2,0.0000,-0.0000,1.0000,0.0000,-0.0000,1.0000,0.0000,0.0000,0.0000
4.6111,24,cf6,1,-0.0526,-0.9739,1.0000,-0.0548,-0.9729,1.0000,-0.0645,0.0323,0.0722
4.6111,24,cf7,2,-0.9497,1.0070,1.0000,-0.9475,1.0073,1.0000,0.0639,0.0089,0.0645
4.6111,24,cf8,1,-0.9737,0.0213,1.0000,-0.9726,0.0223,1.0000,0.0330,0.0289,0.0438
4.6111,24,cf9,1,-1.0143,-0.9561,1.0000,-1.0150,-0.9542,1.0000,-0.0190,0.0561,0.0592
4.6527,25,cf1,0,1.0150,0.9542,1.0000,1.0156,0.9524,1.0000,0.0190,-0.0562,0.0593
4.6527,25,cf2,0,0.9726,-0.0223,1.0000,0.9715,-0.0233,1.0000,-0.0330,-0.0291,0.0440
4.6527,25,cf3,2,0.9475,-1.0073,1.0000,0.9454,-1.0076,1.0000,-0.0639,-0.0089,0.0646
